segment_id,slope,elevation,soil_risk,fault_distance,drainage_proximity,groundwater_index,historic_incident_density,risk_label
36,20.3057350288533,305.6252203835705,1,13.968284151493114,0.15414954926414542,0.44741236682345464,0,Medium
37,7.9630373447475815,813.1199459389367,1,12.890350002460876,1.537030299168296,0.5326172664550232,0,Low
38,2.892966793156405,918.7111460878867,1,6.492011007887773,3.25168565658824,0.24247050363472966,0,Low
39,17.263709149547843,300.4123019110316,1,11.28797891009331,3.9497407107940306,0.26924323094938096,0,Low
40,11.283736096620231,879.2952913619943,1,11.342688823861767,0.6441467198589363,0.37728416310462265,0,Medium
41,3.4899367536970813,453.9840966087188,2,1.636545645655396,2.3968163256409336,0.02007119777772637,0,Medium
42,12.631834297726119,766.1208801004237,0,13.548038309525543,1.554518883692535,0.3220791655831783,1,Low
43,1.3425187673228507,767.5650586978558,0,7.628260349473071,3.8811618713676825,0.21144800699654465,0,Low
44,22.778349850930162,652.214127208215,0,12.41421624500535,3.3763697463860494,0.32749735217791465,0,Low
45,6.840109549200415,126.54192866420179,1,4.868739055356115,3.3613983836089947,0.11976213181925122,0,Low
46,16.731795966672557,1005.6569447953008,0,13.443296104593387,1.9013379811901328,0.890527280739895,0,Low
47,8.136921364190568,398.5204766666483,1,5.89910501313903,1.6885370342337775,0.5935924535540487,0,Medium
48,13.241666518856364,240.091842271828,1,0.2614810070564456,1.1299579341262898,0.6791023191444896,0,Medium
49,13.894401843910352,68.11466703462142,0,13.590191448647028,0.2726832117711621,0.7891712386073383,0,Medium
50,5.028934160375412,717.2536729621254,1,1.4601714841133902,3.4656533862074603,0.4984421989290573,0,Medium
51,24.254823380231684,819.5259469738933,0,4.857773200097181,3.260958986063806,0.08692028808742369,0,Low
52,19.490754172347305,39.57363813487026,0,14.255923309056993,3.9988848094802156,0.5371065418185478,0,Low
53,23.517724068322632,624.2698087931516,2,14.264046489369585,3.9867155064419264,0.5868411180208791,0,Medium
54,22.423270085477395,287.2650147335668,0,8.644224533036963,2.243955237130378,0.74543947418433,0,Medium
55,15.148549480871585,781.3038926831508,0,9.514374461330009,3.0875002899630166,0.4316595462296794,0,Low
56,23.085918758066363,225.7523862258899,1,6.7818382774769645,3.7818246330355905,0.12758030279556376,0,Medium
57,2.6680663002720277,835.3065309609099,1,4.468840498301161,3.4061071931757754,0.28377590579872447,0,Low
58,5.301580129269057,476.34770863463416,0,4.997101726011747,1.0270250018856308,0.3630822963986351,0,Low
59,1.6080685783081825,1125.3413867093468,1,10.120524995547873,1.8296493344748694,0.6459172413316012,1,Low
60,8.470593103699976,182.27471409227203,0,11.310380488621432,0.5601796898484053,0.5707783046689119,0,Low
61,10.022593597392309,422.458294239305,0,11.894527751515144,3.8185015576719534,0.35609672589784624,0,Low
62,7.14805127846045,153.8987550638951,1,11.865310327638852,2.444389806080976,0.9865152487929797,1,Medium
63,20.804068974222268,1111.138469568704,1,1.4589709354254865,0.9531390817386778,0.6057748193568872,0,High
64,9.240456503992938,1055.2604369895575,1,7.466862540068464,2.703217703403134,0.23722679173599448,0,Low
65,7.382895487340829,324.3711207038836,1,0.9576255242479998,2.4916065498086883,0.10178247262040374,0,Medium
66,13.796054037377088,798.7811743203313,2,8.287980346623659,1.46474273622972,0.15285913918433203,0,Medium
67,3.9526435118816847,984.3221962374347,1,6.678804470463318,0.4985524891885346,0.24595772838450813,1,Medium
68,20.153826028473972,675.1369576873656,0,13.326792323098667,2.7027141225915585,0.16068137325955567,0,Low
69,2.3264907701543853,644.9876824600876,1,5.328633687025972,2.1052154185699834,0.18656702405130576,0,Low
70,24.678729946712675,305.385703262533,0,1.8442985447713276,3.100657647355775,0.2850951686938471,1,Medium
71,19.419996847768108,129.86126601096106,0,2.2305760625872546,2.104645829392374,0.17337359529475482,0,Medium
72,5.368534197587224,1078.7145943849255,0,11.446508412590337,3.4161169262582334,0.8967654246264252,0,Low
73,0.6352918695282588,1082.4933074527298,0,9.31144914341229,2.2300320131592177,0.08023374566164221,0,Low
74,20.47880499714344,767.0597195824562,2,1.6067278742295747,2.2657049875647757,0.5245113895702547,0,High
75,17.81800492426662,420.0551534374668,2,1.353191411113462,3.5127817305004627,0.4103968269896615,0,Medium
76,18.36067561700419,432.06729804293985,1,10.544440058740888,1.6437573215389685,0.9823786169086064,2,Medium
77,19.39612349380567,876.6277010668824,0,1.1841687948264836,0.5793601523800309,0.11203890216805235,0,Medium
78,2.314093967485214,1078.590106744041,0,12.345714883426307,0.16369157143768895,0.39785559904574164,1,Low
79,9.282410349334679,1066.7619806328385,0,10.623009184631794,3.032792159910795,0.9694704332753689,0,Low
80,3.338791958365678,940.2531441119961,0,1.3120968315643067,2.5002227278461855,0.8655071258939803,1,Medium
81,21.64603393395204,777.5973424620596,1,1.3640819398693598,2.831115083991933,0.8170720709492799,0,Medium
82,15.770804107275168,119.28515869415762,1,14.800929719667515,0.8912084379601974,0.25790282704493983,0,Medium
83,8.607001608889906,210.72188263164423,1,5.676634856766192,0.5886673285677406,0.17088758739006582,0,Medium
84,2.057179582007579,1080.2939424619535,0,5.622567991296674,0.10745142938813362,0.668643219924431,0,Low
85,8.119066882033724,735.5862903983161,2,12.210713552136788,1.4348208572860581,0.9293759891275858,0,Medium
86,8.466991389655302,30.852520907622985,1,14.214003803019494,2.3801748630758004,0.5567628930139298,0,Low
87,18.37535136928257,139.73642058191788,1,14.791415850960776,1.5993639781439428,0.5716126894698998,0,Medium
88,16.120158048202722,802.9320875475058,1,11.32533496035823,1.7780259419937299,0.2799790936602842,0,Medium
89,22.23671219312,25.97266893853805,0,5.706267824410645,3.621426843250306,0.7694929331919369,0,Medium
90,12.069265666467757,209.7535006726484,0,1.3441606788101648,1.4256090947420366,0.18704374855752337,0,Medium
91,3.430059025488392,667.5058714525716,0,11.679489047318809,2.0802584821812524,0.3236792364042437,1,Low
92,17.974497286963377,836.436333277378,1,8.420223321063496,3.145429400327515,0.4254364386164168,0,Medium
93,19.139233691113986,789.3142862130686,0,6.420907937779947,1.6163439901690173,0.507610378684455,0,Medium
94,14.251291340452658,284.63778516346053,0,13.604680337911566,2.5072424659001,0.24240973241508024,0,Low
95,19.388695908886746,860.3714811900924,0,1.7568424863616552,3.4563366495496433,0.11483682473920354,0,Medium
96,12.597992110927573,299.95392324622406,0,7.440114053933801,3.800606463447686,0.6106200424416326,0,Low
97,13.306954319858855,403.9716438279359,2,0.2691693070345441,0.6309402496697,0.28863055324025577,0,High
98,10.974754949784465,900.8598580392685,1,7.083043565712481,3.710021119387903,0.5812382214226123,0,Low
99,1.122768605230332,786.5668208757133,1,0.9389188076593765,1.9938593576641759,0.1543627152742023,0,Medium
100,3.143339961335959,1022.08362438313,0,1.8703869523942718,1.0700653337808856,0.4811401018548175,0,Low
101,1.270015049324989,795.9832129144052,1,1.8511410769788628,1.8635862371411323,0.5325894325515859,1,Medium
102,16.09205507596262,690.6041519358565,1,9.773233501529347,3.9211286723776344,0.05182353682242691,0,Low
103,8.201721536370004,130.5362260371491,0,11.216068701054807,1.995841471271835,0.3366042781939206,0,Low
104,12.959981933535218,453.9046476101316,0,8.792194599947678,1.3485688606356576,0.13441467693897424,0,Low
105,22.73537861118928,332.93879386443604,0,14.436370972270675,2.5519333745510666,0.06337497047276774,0,Low
106,6.607659614147436,307.9077791873186,1,5.68557163490319,0.9985751941738628,0.9899602323899452,0,Medium
107,10.554381614372929,1168.1524546078858,1,4.357110085599724,0.34966014602922246,0.32235384497472297,1,Medium
108,19.011002894304692,483.85531510677725,0,13.042127010022957,0.5590749015470645,0.8098744458546349,0,Medium
109,6.10555505454475,1072.6149351089937,0,3.4315779939398445,0.5557810638832013,0.25464065476376385,0,Low
110,2.3860077908054285,764.7435786767702,1,14.452015837665108,0.6500156393735628,0.6815027222239293,1,Medium
111,7.5989105963873165,957.8773381791451,1,0.2811016728782635,0.5983673319651701,0.7602278598896866,0,Medium
112,4.4499215377231085,613.1117698641267,2,14.551194517943822,2.5814552419726975,0.5956387406078443,0,Medium
113,23.27759248239304,700.7465838591038,1,0.7430826880635841,0.7684263333766221,0.47157618855015837,0,High
114,20.298949299328214,601.1708787062594,0,13.37803239410126,1.4153857691292597,0.41184091414726853,0,Low
115,16.018392034505375,250.38672560169252,0,7.962746525385867,3.5923142191287467,0.3488682665429953,1,Low
116,21.850784459599083,872.4934960085762,1,14.895175462177574,1.9221484790383458,0.9295291442478258,0,Medium
117,20.189965884028304,351.31138768020986,0,1.1995688145574432,2.6868530671580575,0.8306194077877291,0,Medium
118,5.070966442707878,48.69284038911553,1,8.35242883757968,0.7306634912464379,0.9650269106665126,0,Medium
119,22.367695463004456,781.657309170458,2,14.542607780724575,0.8095416242942497,0.12429722348554473,0,Medium
120,13.713884926933442,228.99060170031774,1,7.894157878135217,0.21143103425259152,0.7308674752036443,0,Medium
